Category,Message
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Alex says he's not ok with you not being ok with it
spam,You have 1 new message. Please call 08718738034.
ham,You could have seen me..i did't recognise you Face.:)
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
ham,"Aight, see you in a bit"
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!
ham,"Lol, oh you got a friend for the dog ?"
ham,how tall are you princess?
ham,K..k:)how much does it cost?
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,I'm leaving my house now...
ham,Jus ans me lar. U'll noe later.
ham,When did dad get back.
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Lol I would but despite these cramps I like being a girl.
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,Yes. that will be fine. Love you. Be safe.
ham,At WHAT TIME should i come tomorrow
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Ok then i will come to ur home after half an hour
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,Are you not around or just still asleep? :V
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,"Cool, what time you think you can get here?"
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,See? I thought it all through
ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,"K, if u bored up just come to my home.."
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,I'm home. Ard wat time will u reach?
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,Gibbs unsold.mike hussey
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,Fine if thats the way u feel. Thats the way its gota b
ham,Tell me whos this pls:-)
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Hey... Why dont we just go watch x men and have lunch... Haha
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
ham,S da..al r above  &lt;#&gt;
ham,"G says you never answer your texts, confirm/deny"
ham,No chikku nt yet.. Ya i'm free
ham,Beauty sleep can help ur pimples too.
ham,I dont want to hear anything
ham,K..k..i'm also fine:)when will you complete the course?
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,Thank you. I like you as well...
ham,What u talking bout early morning? It's almost noon where your at!
ham,They don't put that stuff on the roads to keep it from getting slippery over there?
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
ham,Carlos says we can pick up from him later so yeah we're set
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,Ok... Sweet dreams...
ham,No probably  &lt;#&gt; %.
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,&lt;#&gt;  mins but i had to stop somewhere first.
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,Did u got that persons story
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage."
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,I not at home now lei...
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,Aight should I just plan to come up later tonight?
ham,Anything lor is she coming?
ham,How did you find out in a way that didn't include all of these details
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,In that case I guess I'll see you at campus lodge
ham,DO NOT B LATE LOVE MUM
ham,I wont get concentration dear you know you are my mind and everything :-)
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,I could ask carlos if we could get more if anybody else can chip in
ham,So ü pay first lar... Then when is da stock comin...
ham,K.k..how is your sister kids?
ham,Then why you not responding
ham,You are right. Meanwhile how's project twins comin up
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,"Aight, I'll hit you up when I get some cash"
ham,Yup... How ü noe leh...
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Good Morning plz call me sir
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,"I'm in solihull, | do you want anything?"
ham,I'll talk to the others and probably just come early tomorrow then
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,Hello! Good week? Fancy a drink or something later?
ham,"Uh, heads up we don't have THAT much left"
ham,With my sis lor... We juz watched italian job.
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,I see the letter B on my car
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
ham,Huh y lei...
ham,Ok how you dear. Did you call chechi
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,at bruce b downs &amp; fletcher now
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
ham,How come u got nothing to do?
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
ham,Yup having my lunch buffet now.. U eat already?
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
ham,I am going to sao mu today. Will be done only at 12
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,Happy birthday... May all ur dreams come true...
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,Call me when u finish then i come n pick u.
ham,Just getting back home
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,Haha okay... Today weekend leh...
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
ham,S.this will increase the chance of winning.
ham,K.k:)advance happy pongal.
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
